recipe_name,ingredients,instructions,prep_time,source
Charcuterie Lunchables,1 oz sliced salami | 1 oz cheese (your favorite) | 6  kalamata olives | 1/3 cup baby carrots | 1/2 cup sliced cucumber | 1  hard-boiled egg | 6  whole-grain crackers | 2 tablespoons hummus,"Mix and match your favorite cured meats, cheese, olives, and crunchy veggies to build this bento lunch. Just as you would assemble a charcuterie board, place your savory charcuterie items, such as the salami and cheese, on one side of the lunch container. Fill the rest of the larger compartment with the veggies and olives. Place the hard-boiled egg and the crackers in another compartment. Cover with the lid and refrigerate until you're ready to place it in the lunch bag, ice pack optional.",5 minutes,https://www.momables.com/charcuterie-lunchbox/
Enchilada Soup | MOMables,"3 tablespoons olive oil | 2  garlic cloves (minced) | 1  medium onion (chopped) | 3 tablespoons chili powder | 1 teaspoon dried oregano | 1 teaspoon cumin | 1/2 teaspoon coarse salt | 1/2 teaspoon smoked paprika | 4 cups vegetable or chicken broth | 30 ounces pinto beans (rinsed and drained (2 15-ounce cans)) | 12- ounce bag of corn | 28- ounce can of crushed fire-roasted tomatoes | Toppings: avocado (shredded cheddar, green onions, fresh pico de gallo.)","In a large 5-quart pot, heat oil over medium-high heat. Add the chopped onion and garlic; sauté until the onion is tender and translucent. Season with chili powder, oregano, cumin, salt, and paprika. Cook for 3 minutes or until fragrant.  Add in broth, pinto beans, corn, and crushed tomatoes. Bring soup to a boil and reduce heat to a simmer; cook for 20 minutes, stirring a few times to combine. Ladle soup into bowls and top with your favorite toppings. Preheat the thermos container with boiling water. This step is optional, but it helps. Heat the soup in the microwave or stovetop to a piping-hot temperature. Drain the water from the thermos. Fill the thermos with the very hot soup. Close the thermos container and pack it inside a lunch bag.",30 minutes,https://www.momables.com/enchilada-soup/
Pizza Bento {Mess Free!},"2 tablespoons hummus (or single-serve cup) | 8  pepperoni slices (traditional or turkey) | 1 ounce Mozzarella cheese cubes | 8  pita chips | Favorite pizza toppings: (sliced olives, bell peppers, etc.)","Fill a small lidded container with hummus or, place a single-serve hummus cup inside the main compartment of a lunch box. In the same compartment as the sealed hummus, or another, place the pita chips and cheese cubes. Try to keep the dry ingredients separate. In another compartment or small lidded containers, place the other ingredients, especially any ingredient that contains moisture, like black olives and bell peppers (if using). Close the lid and refrigerate until ready to pack inside the lunch bag, up to a day.",5 minutes,https://www.momables.com/pizza-bistro-box/
Turkey Pesto Sandwich,1 teaspoon mayonnaise | 1 teaspoon pesto | 1  ciabatta bread roll (or 2 slices of bread) | 2 oz oven roasted turkey | 1 slice deli cheese (your favorite) | 2 slices tomato (optional) | 2  green lettuce leaves,"In a small dish, combine the mayonnaise and pesto into a spreadable mixture and divide it on both sides of the bread. Top the bottom of side of the sandwich with lettuce, tomato, oven roasted turkey, and cheese. Close the sandwich with the top half of the ciabatta bread. Serve it with fresh fruit and veggies if desired. If making this sandwich for later, refrigerate it until you’re ready to pack it inside a lunch bag, with or without an ice pack, depending on the weather.",5 minutes,https://www.momables.com/turkey-pesto-sandwich/
Egg Salad with Lettuce Greens,2  hard boiled eggs | 2 tablespoons Greek yogurt or mayo | 1 teaspoon yellow mustard | ¼ teaspoon paprika | Pinch of salt and pepper | 2 handfuls salad greens | ½  Roma tomato (diced) | Bacon crumbles (optional),"Finely chop the hard boiled eggs on a cutting board and transfer them into a bowl. Add the Greek yogurt or mayonnaise, mustard, paprika, salt and pepper, and mix well to combine the ingredients. Adjust more mayo or yogurt if necessary to your liking. Fill the large compartment of a lunch box with the salad greens. Top with the egg salad, diced tomatoes, and bacon crumbles (if using). In separate compartments or containers, pack fresh fruit, veggies, and snacks. Refrigerate until ready to pack inside a lunch bag with an ice pack if necessary.",5 minutes,https://www.momables.com/egg-salad-with-lettuce-greens/
Avocado Bacon Pinwheels,1  large flour tortilla | 1/4  avocado (mashed) | 1 teaspoon mayo or Greek yogurt | 1 slice bacon (cooked and crumbled) | 2 tablespoons grated cheddar cheese,"In a small bowl, combine the avocado with the mayonnaise or Greek yogurt. Spread the avocado mixture in a thin layer around the tortilla. Sprinkle the bacon and the shredded cheddar cheese on top. Roll the tortilla tightly, slice it in half, and then into 1-inch pieces. Place the pinwheels inside a compartmentalized lunch container. Add healthy sides, like fruit and veggies. Refrigerate the lunch until you’re ready to pack it inside an insulated lunch bag and include an ice pack if necessary.",5 minutes,https://www.momables.com/avocado-tortilla-pinwheels/
Turkey &amp; Cheese Cracker Stacker Lunchbox,2 ounces deli turkey | 1 ounce cheddar cheese (sliced) | 6  whole-grain crackers | 1  hard boiled egg | 1 serving of veggies | 1 serving of fruit,"On a flat surface, roll up the deli turkey slices and cut them into a few pieces. Place them inside the lunch container. Slice 1 to 2 slices of cheddar cheese and place them in the lunch container. Peel and slice the hard-boiled egg in half or, into smaller pieces for younger kids. Place the hard boiled egg inside the compartment of the lunch container. Pack the crackers inside a separate compartment or zip bag so they stay fresh until lunchtime. Add a serving of fruit and veggies to this lunch to round up the nutrition.",5 minutes,https://www.momables.com/cracker-stacker-bento-with-turkey-cheese/
Hummus and Carrots Bento,2 tablespoons hummus | 1 cup baby carrots | 1/4 cup sliced veggies,"Place the hummus in one compartment or inside a small lidded container. In another compartment, place the carrots and any other veggies. Store in the refrigerator for up to two days.",5 minutes,https://www.momables.com/hummus-and-carrots-bento/
Picnic Bento Lunch Box,½ cup strawberries | ⅓ cup blueberries | ½ cup English cucumber sliced | 3 ounces deli turkey | Pita chips or crackers,"Wash fresh fruit and veggies. Slice fruit and veggies into bite-sized pieces and place inside the lunch container. Roll up deli turkey, and slice into smaller pieces. Place pita chips in a separate lunch compartment to keep them dry. Close the lunchbox and refrigerate or place it in a lunch bag with an ice pack.",5 minutes,https://www.momables.com/picnic-bento-box-idea/
Breakfast Bento with Mini Pancakes,6-8  mini pancakes | 2 tablespoons whipped cream cheese | 1 tablespoon jam of choice | Fruit,"Lightly toast the pancakes in a toaster. Alternatively, you can make the sandwiches with frozen pancakes; these will thaw out by lunch, and they’ll keep the cream cheese cool at the same time. Spread a little whipped cream cheese directly onto a pancake, top with a little jam, and use another pancake to form a pancake sandwich. Place each pancake mini sandwich inside a bento box along with some fruit and favorite sides. Pack inside a lunch bag, with an ice pack if necessary.",5 minutes,https://www.momables.com/breakfast-bento-with-mini-pancakes/
Healthy Rainbow Snack Box,1/2  red bell pepper sliced | 1/2 cup carrot coins | 1  small apple (sliced) | 2  oatmeal raisin bites | 1  hard-boiled egg (halved or diced),"Wash and slice the bell peppers and apple. Pack the veggies and fruit into a lunch container. Add the hard-boiled egg and apple to the empty compartments. The snack bites can be packed into the same compartment as the veggies, but if you're assembling this with a granola bar or crackers, they will need to be placed in a separate compartment. Close the container and pack it into a lunch bag with an ice pack.",5 minutes,https://www.momables.com/rainbow-snack-box/
Ham and Cheese Roll Ups Bento,2 ounces ham | 1 1/2 ounces cheese (sliced) | 6  crackers (your favorite) | 1/2 cup corn (or another veggie) | 1/2 cup berries (or your favorite fruit),"Lay the ham slice flat on the cutting board and fold in half, if necessary, to be about the same size of the sliced cheese. Place the cheese on one end on top of the ham, and roll it up to the end. Repeat the process with remaining ham and cheese slices. Place the ham and cheese roll ups inside a compartment of the lunchbox. Pack the corn in a small, lidded container or another compartment. You don’t need to thaw out frozen corn, it will thaw out by lunch. Canned corn also works. Place the crackers inside a separate compartment of the bento box or container. Store the berries in a separate compartment. Refrigerate the lunch box or place it in a lunch bag with an ice pack, if needed.",5 minutes,https://www.momables.com/ham-and-cheese-roll-ups/
Beef Jerky Snack Box,1 cup grapes | 1 ounce cheese (cut into squares) | 1 serving whole grain crackers | 1 ounce beef jerky,"Wash the fruit and slice the cheese into small squares. Cut the jerky into smaller pieces if needed. Place the crackers in their own compartment. Add the jerky, cheese, and fruit to the remaining compartments. Close the container and place it into the lunch bag with an ice pack.",5 minutes,https://www.momables.com/snack-box-with-beef-jery/
Chocolate Brownie No-Bake Energy Bites,"1 cup raisins, packed | 1 cup cashews | 1/4 cup cocoa powder | 1 teaspoon vanilla extract | 1/4 teaspoon salt | Pinch cinnamon","Place raisins in a medium bowl and cover with hot water. Let soak for 5 minutes to soften then drain. Add raisins and all remaining ingredients into a food processor and pulse until the mixture turns into the consistency of sand. Remove blade from the unit. Using your hands, scoop out dough and form into balls on the palms of your hands. Chill for 30 minutes and enjoy. Store in an airtight container in the fridge for one week.",10 minutes,https://www.momables.com/chocolate-brownie-energy-bites/
5 Healthy Lunch Desserts for School,3  bananas | 2  avocados (peeled and pitted) | 6 tablespoons unsweetened cocoa powder | 2 tablespoons honey | 1 teaspoon vanilla extract,"Place the bananas, avocados, cocoa powder, honey, and vanilla into a food processor or blender, blend until smooth. Refrigerate for at least 2 hours before serving.",10 minutes,https://www.momables.com/5-healthy-desserts-for-school-lunches/
Nut Free Snacks for the Classroom,6  tortillas | 1 Tablespoon vegetable oil | 3 tablespoons grated Parmesan cheese | 1 1/2 teaspoons chili powder | 1 1/2 teaspoons smoked paprika | 1/2 teaspoon salt,"Preheat oven to 350 degrees. Line a large baking sheet with parchment paper. Place the tortillas onto the baking sheet and brush oil on both sides. Stack the tortillas and cut 3 ways making 6 triangles. In a medium-sized bowl, add the Parmesan, chili powder, smoked paprika, and salt, stir to combine. Toss the sliced tortillas into the spice mix, making sure each piece gets evenly coated and lay them in a single layer onto the baking sheet. Bake for 15 to 20 minutes or until crisp. Allow to cool before serving or packing into lunch containers.",23 minutes,https://www.momables.com/7-nut-free-snacks-for-the-classroom/
Pancake Breakfast Bento with Fresh Fruit,"2  Pancakes, frozen or this Fluffy Pancake Recipe | 1/2 cup diced berries, such as strawberries &amp; blueberries | 1 1/2 tablespoons whipped cream cheese","Prepare your favorite pancake recipe If using frozen pancakes, you can pack them in the lunch container frozen, they&#39;ll thaw out to room temperature by lunch. Or, lightly microwave them or toast them to bring them to room temperature. Use your favorite recipe or store-bought variety. Place the pancakes in the main compartment of a bento box. In a separate compartment, place the berries and any other sides you might want to pack for lunch. Close the lid. Fill a small dip or sauce container with the whipped cream cheese. Whipped cream cheese is less messy than syrup but syrup also works!",5 minutes,https://www.momables.com/fresh-fruit-and-pancake-breakfast-bar/
High-Protein Pepperoni Pizza Egg Cups,6  eggs | 3 tablespoons milk | 1 cup of your choice of pizza toppings (chopped) | 1 cup shredded mozzarella | 4-6  egg cups | Fruit &amp; veggies | Sides of your choice,"Preheat the oven to 350F and grease 24-count mini muffin pan. See the note below regarding cooking time if using a regular muffin pan. In a large bowl, whisk eggs and milk. Add in chopped pizza toppings and shredded cheese. Mix to combine all ingredients. Distribute the egg mixture evenly into the muffin pan cups, filling them about 3/4 of the way up. Bake in the preheated oven for 15-18 minutes. Remove the pan from the oven and let them cool in the pan before carefully removing them with a small knife or small spatula. Once cooled, refrigerate the egg cups in an airtight container or zip bag for up to 3 days. To enjoy these at room temperature, place 4 to 6 egg cups inside the main compartment of a lunch container. To eat warm, heat the egg cups in the microwave for 1 minute, stopping the microwave half way through to flip them over. Immediately transfer them inside a thermos container and close the lid. Finish packing this snack box by adding fruit, veggies, and any other sides inside a bento. Pack everything inside a lunch bag.",23 minutes,https://www.momables.com/pizza-mini-quiches/
Easy Pasta Lunch Box,"1 cup cooked pasta | 1/4 cup toppings: cherry tomatoes, olives, or deli meat. | 1 teaspoon olive oil | Pinch of salt and pepper | 1/2 cup veggies (peas or carrots) | 1 oz cheese cubes","In a bowl, combine the cooked pasta, your kids’ favorite toppings like sliced cherry tomatoes, sliced black olives, cheese cubes, pepperoni -anything goes- with the olive oil, salt, and pepper. Toss to coat the ingredients with the olive oil and transfer it inside a lunch container. Add a side of veggies, like the peas in the photo, along with some cheese cubes or a hard boiled egg for protein (you choose!). Refrigerate the lunch until it’s time to pack it for school Place the pasta salad, the sides, and utensils inside a lunch bag along with an ice pack if needed.",5 minutes,https://www.momables.com/pasta-lunch-box/
Banana Chocolate Chip Nut-Free Granola Bars Recipe,4 1/4 cups old-fashioned oats (divided) | 1 teaspoon cinnamon | 1/4 cup coconut oil (melted) | 1/4 cup honey | 3/4 cup mashed ripe banana (about 2 medium) | 2 teaspoons vanilla extract | 1  large egg | 1/2 cup chocolate chips (white or milk chocolate),"Preheat oven to 350 degrees F. Line a 9×13-inch baking dish with parchment paper for easy lifting. In your blender or food processor, add 1/2 cup of oats and blend to make oat flour. Transfer oat flour into a large bowl. Add the remaining oats, cinnamon to the large bowl. In a blender, place the coconut oil, honey, banana, and vanilla. Blend until smooth. Add the egg and blend on low speed to incorporate.  Pour the wet ingredients into the large oat bowl and using a wooden spoon, stir until well combined. Add in the chocolate chips, if using. Transfer the thick oat mixture into the prepared pan. Take another piece of parchment paper and place it on top of the oat mixture, press down to spread the oat mixture throughout the pan. Bake in the preheated oven for 32-35 minutes, until set and lightly golden. Remove pan from the oven and allow it to cool down completely. Refrigerate pan for an hour before slicing. When ready to slice into bars, use the parchment paper to lift the baked bars out of the pan and slice into squares with a knife. Refrigerate leftover granola squares in an airtight container for up to one week and in the freezer up to a month.",10 minutes,https://www.momables.com/banana-chocolate-chip-granola-bars/
Chewy Oatmeal Raisin Granola Bars,2 cups quick oats | 1 cup crispy rice cereal | 1/8 teaspoon salt | 3 tablespoons raisins | 1/4 cup butter or coconut oil | 1/4 cup brown rice syrup | 1/4 cup brown sugar | 1 teaspoon vanilla,"Line an 8 x 8-inch or 9 x 9-inch square baking pan or glass baking dish with parchment paper. In a large bowl, mix the oats, cereal, salt, and raisins. Set aside. In a small pot, melt the butter, syrup, and brown sugar. When it starts to boil, reduce the heat to medium-low, and cook for 4 minutes, making sure the mixture continues to minimally bubble while stirring often. Turn off the heat and add the vanilla. Pour the liquid mixture into the dry mixture. Mix well to combine all ingredients. Place the oaty mixture into the square baking dish. Cover with parchment paper, and press down with your hands until the mix is well packed. Just when you think you’ve pressed down enough, press some more! Allow the pan to cool at room temperature for at least 2 hours. Lift the parchment paper out onto a cutting board, and slice into 12 bars. After cutting the bars, store them in an airtight container or ziplock bag for up to 1 week in the pantry.",10 minutes,https://www.momables.com/no-bake-chewy-oatmeal-raisin-granola-bar-recipe/
Peanut Butter Granola Bars,"2 cups rolled oats (divided) | 1 cup rice crispies | 1/2 cup brown sugar | 1/2 teaspoon salt | 1/4 teaspoon cinnamon (optional) | 2 cups add-ins (like nuts, chocolate chips, dried fruit) (mix &amp; match your favorites) | 1/3 cup peanut butter (or nut-free butter) | 6 tablespoons melted butter | 1 teaspoon vanilla | 1/4 cup honey (maple syrup or brown rice syrup) | 1 tablespoon water","Preheat oven to 350 degrees. Line an 8×8 pan with parchment paper or grease it generously with oil or nonstick spray. Place 1/3 cup of oats in a blender or food processor and blend until they turn into flour. Transfer the oat flour into a large bowl. To the large bowl with the oat flour, add the rest of the oats, rice crispies, brown sugar, salt, cinnamon, and your 2 cups of dried fruit, nuts, and/or chocolate chips. In a medium bowl whisk together peanut butter, melted butter, vanilla, honey, and water. Pour the wet ingredients into the dry and with a wooden spoon, mix and combine. Spread the mixture into the prepared pan, pressing firmly. Use a large piece of parchment paper or plastic wrap to make the process less sticky. Bake for 30-40 minutes or until golden brown along the edges. These will still be soft when they come out of the oven, almost like they are underbaked. Allow the pan and the bars to cool down completely. Once fully cool, use a knife to cut a row of bars. If they seem a bit crumbly, refrigerate for 30 mintues to help them set. Wrap the bars individually in plastic wrap or cover the pan. Keep them on the counter for 3 days or in the fridge for a week. I do not recommend freezing them.",30 minutes,https://www.momables.com/simple-nutritious-homemade-granola-bars/
Apple Sandwiches: After School Snack,2  apples (washed) | 1/4 cup peanut butter | 1/4 cup granola | 1/4 cup shredded coconut,"Cut each apple into 4 horizontal slices, creating round, flat circles (with a hole in the center like an O). Discard seeds and any pulp around the core. Lay 4 apple circles on a plate. Spread almond butter on top of each slice, sprinkle with granola and shredded coconut, and top each sandwich with remaining apple slices. Serve immediately.",5 minutes,https://www.momables.com/apple-sandwiches/
